a,b,c,d,e,f,g,h,i,j,k,l,m
3.879747566,3.512596901,3.12077399,2.992221455,0.722128574,1.839411847,-2.314703756,3.761935801,-1.385759502,-2.509273587,-0.694087713,1.819570688,4.036956153
0.85212508,-0.954471154,1.213741316,1.106064633,2.255725352,-1.881248466,-0.988438337,-0.730064686,0.19554294,0.565626921,-1.217092685,-2.455224916,1.383779941
3.963445498,-2.271060372,-0.187763869,-1.342442141,-0.88129748,-0.597029279,-0.540789537,-0.739125882,-0.847778085,1.161389152,0.339191334,0.658627921,0.332765316
0.956807457,-1.642723785,2.776943288,-2.625392358,0.403840401,-0.62110798,0.053984487,-0.245551524,0.615882355,-2.1744763,-1.058097878,0.594854761,0.81789606
0.621080419,9.408799546,1.622207375,0.280991404,-1.334331073,-3.757372525,-2.068605416,-0.498226438,1.232604337,-0.860533989,-4.078399571,4.306061648,0.231489844
1.95010808,-2.083285836,0.48783901,0.489648734,-0.067900981,0.914513719,-1.577715618,-0.236776013,-0.061793592,1.039169754,-1.337943096,-0.327849037,-0.435828277
3.124914718,-0.714393362,-2.856822955,-0.037959727,2.580082761,-0.230805793,0.037520335,-0.18868528,-1.562468651,0.344768635,-1.663930608,-1.40272478,-0.099090365
-2.595387787,0.450312858,-1.151223034,-2.156603305,-1.067774358,-0.022993621,0.514650097,0.745702707,-1.135815827,-1.126914651,-0.403879236,1.492324054,0.888001103
1.992680368,-0.636791899,0.042199885,-0.692579879,0.102904117,0.740321219,-0.986704198,-0.45300779,-0.51604173,0.367942287,-1.841438726,-0.247271543,-0.974847353
-2.154735662,0.897377188,0.104257965,-0.207337281,-1.768958828,-0.014450606,0.989865382,0.18724976,-1.811904736,1.527543856,1.927535051,-2.340553616,-0.643085206
1.106265656,-1.344394846,2.318553413,-1.216244764,1.129626353,-0.159845397,0.823395193,-0.196936949,-2.506751344,0.464130448,0.379360268,-1.647084945,-0.831342318
1.215087136,-1.221234155,0.155535673,-0.540372609,2.388043969,1.00541752,-0.416049429,0.059818217,0.639825627,-1.388297537,-1.25664266,-1.931762639,-0.360134105
2.696097143,0.33462235,0.44171223,-1.582887128,0.467780329,-2.355244274,-0.4217137,0.616499948,-2.259167955,-1.060120933,-1.37452091,1.085945768,1.009865514
-0.429396944,0.677204968,-0.285526883,-1.413318595,-2.829934479,-0.755799556,-0.152277917,1.131712655,-2.336847907,0.019212054,-1.559944265,-0.723943862,-2.053647908
2.18575008,-2.664273661,1.717645433,0.128888862,-0.323240641,0.652211748,-1.97938509,-1.11896995,0.59524034,0.414047929,-0.646349835,1.281965856,0.991988359
3.793060297,-0.741078314,-1.052440891,-2.069552042,0.075889468,-1.31300951,0.011376573,1.133478907,0.537265974,0.430768418,-0.926445546,-1.043075988,-1.086005339
1.698348383,-1.877699715,2.837721198,-0.886548452,-1.51125711,-1.011610101,-0.353725986,-1.566068643,0.470179834,0.575629907,0.852923223,-0.642112077,0.10629883
3.872017401,8.779733732,4.223673406,2.123158995,2.975026792,-0.173236569,-0.622179233,0.508080992,-0.233169871,-0.911871705,-1.025491927,0.278130751,0.628682576
0.615964718,-1.778956238,2.622999682,1.196795302,1.533050814,-1.930984618,0.088088964,-0.310060588,-2.057232406,0.274216658,0.796748814,-2.308312708,-0.793655423
4.591311216,-0.773260839,-1.476679656,-2.039999271,-1.074985447,-0.246759416,0.403090777,-0.226837015,-0.91435461,1.210515874,-1.395142777,-1.637570213,-0.225611853
-0.100818658,-2.046045645,2.744389299,1.873317368,2.431389867,-2.119131875,-1.130519314,0.105043406,-3.389000568,0.306529167,3.727060168,0.530816745,-1.489904185
-0.375335172,-2.017823412,2.964762887,0.864720573,2.448380628,-3.294916442,-1.714859924,0.7646,-2.948674919,1.166110374,1.415048635,0.452734515,0.905570668
1.286429713,-1.550239962,-1.385864607,4.164535758,-3.461724842,-2.995971599,-0.731985465,-0.005311335,0.235207247,-0.994976067,0.125441217,-1.012459767,0.264450146
1.923510637,-1.903160874,2.359792431,-2.27236295,0.183159862,0.821311563,0.544309026,1.894792286,0.75558417,0.143211227,-1.179468104,0.376246566,-1.152313454
1.864318804,-2.206056993,0.356528664,0.979077352,-0.243205789,1.024521212,-1.996842237,-0.389870066,-0.199901393,0.668322983,-1.221359737,-0.607459565,-0.176866388
1.290586644,-1.143837936,0.969694076,1.965802813,-0.515642162,1.137090884,0.15973996,1.11780686,-0.274276397,-2.498397278,1.840563007,-0.607378647,2.983547299
4.027180324,-1.681259739,-0.542401995,-1.260284324,-1.016186873,0.43028926,-0.815609346,-0.327913344,-1.713792015,2.318532131,-1.800391213,-0.725154928,-0.332008023
1.789164144,-1.871601042,1.318950006,-1.352797131,-0.113149965,2.51743865,0.027991489,-0.394148863,-0.373457354,-0.093015001,-1.431050613,0.343869883,-1.015387988
-0.807395174,-0.48337635,-0.383686019,1.320203273,-3.322445677,-0.118792756,-2.869120151,0.194974459,-0.363508826,0.445544606,-0.099877316,-1.417263574,-0.462666934
0.854835737,-2.310224716,3.638222448,-0.606963686,-0.953173875,-1.016410541,-0.712706942,-1.112132108,0.604118992,0.330244864,0.423493999,0.156390551,0.646361347
-1.542959393,0.718312596,-1.651123561,-0.820636385,-2.525604074,1.015102092,-0.237239512,-0.79329512,0.811520661,-1.158025042,0.45848298,-0.908264019,1.143408526
-2.688556586,0.880228625,-0.515177814,-3.255529423,-1.63712696,-0.012255197,2.856833487,0.657670637,-1.69833795,-0.582737731,-0.04421829,2.242286681,0.491031685
1.657698228,-0.446956513,0.657852949,-2.057029262,0.186655543,1.089390871,0.352080402,0.430609676,-0.968172045,-0.801159856,-2.173542433,-0.117138027,-0.932020208
4.137008006,-1.276581147,-0.566263945,-1.348501356,-0.095813397,0.313173199,1.351480024,0.817008694,2.682119123,0.577443566,3.088570958,1.98017187,0.980323006
-0.403151357,-0.594309046,0.847451163,-1.129754097,3.873339679,-1.217974619,0.33264024,0.752202399,-0.07385053,0.930681482,-0.794480994,-0.768509808,-0.603316208
0.549741752,0.205676911,-1.275830661,-2.714395293,-3.856858475,-0.775082025,2.771425091,2.686985953,0.150637591,2.70155142,1.839567608,0.314414746,0.584396798
0.580357939,9.601184122,1.487614808,0.290277823,-1.622015739,-3.717464845,-2.070774512,-0.397565819,1.256576481,-0.878842584,-4.01942509,4.352789145,0.220474293
-1.734060107,0.714876703,-0.027217207,-1.912152858,-0.809169793,-2.586137815,-0.373576339,1.266097564,-1.873176113,-0.236934655,-0.052587618,0.11478034,-0.689023961
0.332771156,-0.082652883,-0.310978109,-1.522386197,2.574950817,-2.081448308,0.53761964,3.554092022,3.164855216,2.261717469,-0.168825658,-1.544966645,-0.320063014
6.652253866,0.759059557,-3.75503153,-3.195783555,0.566197634,-1.08707038,-0.00120684,0.415571729,-2.021523469,-0.704513669,-0.656520081,-0.367232867,-2.116577111
1.488509576,-1.796025399,1.292584679,1.95674214,-0.730888477,0.566185637,0.084545087,0.344199885,0.145433118,-3.123119897,1.972338198,-0.722811306,2.852149621
0.29216495,-2.620467549,3.646962158,-0.472839333,0.216530681,-0.201830303,-0.791869749,-0.678618217,0.274433323,-0.350813555,0.148984625,1.684390113,-0.08083311
0.295321284,5.452068988,1.965369554,2.593331377,-3.260549379,1.838562551,-1.910279394,1.010247895,-0.864508231,1.921736428,-0.643502426,-0.779406246,0.617270085
1.767362959,-1.319275205,1.17588366,-0.738254758,0.237389887,0.29866948,-1.367625748,-0.367551184,1.140824644,-1.298591868,0.115715177,0.032343923,-0.704856663
6.405080997,1.834874689,-5.268873096,-3.281695662,0.830636379,0.395454535,0.973655041,1.155100195,-2.843000328,-2.273575042,-0.597322949,-1.889074413,-1.851382227
5.579323707,2.248251374,-5.715252448,-2.950132501,0.614469348,1.048827175,1.26737478,1.504642777,-3.248693652,-2.879203678,-0.553705837,-2.494222211,-1.674181401
-1.244682838,-1.29965143,2.032365989,0.32378333,-3.406088075,-0.603178413,-1.177392807,0.668654087,-0.672888333,1.039587701,-0.167029436,-0.24426962,-0.983616801
-3.168882895,0.309540237,-0.180193195,-0.816531779,1.348617124,-3.00281014,0.617319329,0.032513288,0.236314703,0.377718901,-0.848332045,0.364036799,2.745832445
2.13155915,-2.043590624,2.206843891,-0.985656195,-1.304421114,-0.952309955,-0.497313368,-1.437444797,0.043060634,0.839131488,0.680681343,-0.162302207,0.130579418
1.640307593,-2.405595225,0.124866002,0.819409891,0.103567505,1.192802629,-1.713105993,-0.809938395,-0.314089343,0.492134251,-0.691238909,0.96599903,0.454699308
1.077072996,-1.29113403,2.359116201,-2.262904683,0.567442797,0.629675391,0.553178867,-0.034549701,0.695360738,-2.505530885,-0.483795491,-0.476733603,-0.394970106
-1.619351133,0.088706547,0.025438551,-1.568833564,-2.625515393,-1.658405109,-0.720846165,0.892783447,-0.596123948,-0.278195679,-0.748065971,-0.172969833,0.27273263
-0.086997616,-0.970883541,1.344702236,-0.47381678,-2.077730072,-0.462032775,-1.044271806,-0.233490326,1.286903939,-0.494480878,0.177715899,-0.921196257,-0.126218171
3.295101035,-2.527297026,-2.54772529,6.288955445,-3.26802934,-3.751580542,2.05111618,-0.467957046,1.171062365,-2.385033053,0.493482247,-0.244645449,0.363123542
6.1154309,0.487065677,-3.641955495,-2.638221178,0.891616792,-1.000714046,-0.019926031,0.281306227,-1.98315523,-0.429160603,-0.832807883,-0.472672124,-1.779501678
-0.71483521,1.17607374,-4.413719446,1.370859861,2.246453553,1.456193397,-0.531178465,-1.055404765,0.13897373,0.646771428,-0.89744628,-1.343864218,0.60744445
2.20731678,0.34385886,-4.120686676,-1.529235955,2.089744028,-1.077104126,-0.588739564,3.518472131,2.888688526,1.267556413,1.151835947,1.085869986,-1.598777642
1.793812732,-1.502767337,0.503937972,-1.21133054,0.118968477,2.271154616,-0.102943094,0.425886976,-0.967623227,-0.798419966,-1.359544618,0.0696929,-0.700850306
4.507589592,-0.631821444,-0.46533741,-1.456565177,-1.313693089,0.239591917,-0.535002047,-1.089619755,-1.37768617,2.482713636,-1.694329652,-1.494392676,-0.45043123
3.371585346,0.385761549,-0.243099847,-1.807408673,0.041319144,-2.372064399,-0.007511022,0.52787643,-1.75438319,-0.863847158,-1.179411596,0.227370338,0.972991705
2.061522197,-2.056435102,1.175757803,-1.026111902,-0.186685613,2.811571794,-0.37856712,-1.025663049,-0.034147273,0.420248952,-1.124781025,0.494635426,-1.293457847
0.577186468,9.597247298,1.437256975,-0.428203724,-1.510345828,-3.842970175,-1.36344833,-0.446283708,1.114157121,-1.157878771,-3.739667087,4.233542183,-0.044920567
0.430461335,1.649185205,-2.975514661,0.145459811,-3.300714339,2.311337039,2.124218184,1.673512362,-2.028498214,-2.035211933,3.948867143,0.327303122,6.316800673
1.438200205,-1.627484263,1.219570382,-1.417024635,-0.101387293,1.257523561,0.456210198,0.798775891,-0.2851482,0.093525322,-1.349944448,0.218820693,-0.383389968
1.389074938,-1.266771168,1.824844218,-0.154351315,-0.476691791,-2.093368,-1.363101654,0.114780068,-2.367371791,-0.916884244,-0.227505185,-0.856935291,1.926765588
1.597663029,-1.989795961,2.745463788,-1.411551679,-1.056173248,-1.108495889,-0.184828407,-1.403722123,0.526368923,-0.018927215,0.343600871,0.09025528,0.70861307
2.603430223,-1.73704994,-1.019379562,0.693706331,-0.169944435,1.104607208,-2.338921715,0.052892714,-0.33647581,-0.624419161,-0.449111341,-1.014207888,-0.529379136
2.574206709,-0.022991262,0.33525,-1.005631048,0.362214802,-1.694441087,-0.810360712,0.190620729,-1.198078477,-0.869408702,-1.297123052,0.522200379,0.993555478
4.221435755,-1.04937659,-0.705667762,-1.338257527,-1.089103267,1.09215173,0.076592576,0.692211835,-2.26478339,1.172183484,-1.712751269,-1.004393393,-0.112101586
1.583194012,0.66067355,3.144326768,1.813285377,-0.147361573,3.953159944,-0.44121637,2.674992033,-0.285894925,-0.46795207,0.342963599,-1.051953581,3.068940499
-1.654409379,1.34768501,-0.061134532,-1.408664903,1.980834199,-3.088909043,-0.534480103,1.362192411,-2.978628741,-0.501452869,1.378197292,-0.024905468,-2.60295925
3.968416161,-2.267201093,-0.192004994,-1.343882467,-0.885249976,-0.597847177,-0.537265631,-0.737169893,-0.844622429,1.156109561,0.341516278,0.650106401,0.333642862
0.74133023,-2.393272047,2.379073087,-0.780250732,1.107594615,0.99502962,-0.367163921,-0.663019212,-0.555764773,-1.043381787,0.28899052,2.739404787,-1.991492804
1.039948751,-1.338576539,1.299024725,-1.677193456,0.982229169,1.403849784,0.649975473,0.811008449,-0.482287583,-1.436604633,-1.958128654,-0.798430449,-0.291571934
-1.775678786,1.790409369,-4.762474491,1.113444184,0.742010137,1.369702971,-1.067528482,-0.474882264,0.457423213,-0.823423589,-0.004928461,-1.093946465,0.080069332
-3.292959839,0.353090682,1.432035083,-1.080201343,-0.565153669,-0.952623727,0.763743255,-0.126574867,2.437719308,-0.010371341,-0.307917031,-2.193994288,0.170202318
3.998817427,0.504031272,-3.268241084,2.231911614,0.813400305,3.400613812,0.151886609,2.09330332,-2.827693287,-1.604087486,3.680882982,1.569161767,6.563592872
-1.60633569,-1.235795048,0.384658585,0.190288386,4.096949691,2.566569711,0.391109676,-1.921133254,0.629291106,-0.317639064,-0.658180949,1.078084405,1.146675117
3.599628056,4.08527637,-0.335978565,-3.303423077,-0.281789584,-2.217132908,1.90203029,0.190267725,-0.21724008,-3.170831897,-0.089842493,1.045044487,-1.134462495
0.55910029,-1.477909105,-0.15459192,1.050463327,2.494043701,-1.971894115,-1.906624841,-0.307850962,0.293859584,0.132021554,-1.576003875,-1.846121953,2.403341116
1.656010225,-1.083392025,-1.626849754,0.032893296,0.864388743,-1.587985067,-1.469840681,3.065921997,3.420384433,2.105760319,0.593310906,0.381501569,0.023898997
4.918704519,13.21884665,0.285954623,3.164054067,-2.774095539,1.918785239,-0.452809871,1.513105705,0.298118809,0.285551834,0.18284279,0.385145388,1.479839655
-2.179809019,0.712408074,0.144052717,-1.913107657,-2.722710525,-0.915747782,-0.052359232,0.075311331,-2.094288096,2.007912118,-1.797702361,0.2445057,0.396203312
3.045332671,-1.620929281,0.639496975,-1.769152368,0.330645455,-1.042196459,1.22906784,1.508787754,3.071685094,-0.618975759,3.114090881,2.777815293,1.488782002
1.704351757,-0.959421733,-0.797224094,-0.453219503,2.835874789,0.196668392,-0.024663551,0.062145231,0.004301895,-0.933477305,-1.593134939,-2.086145546,-0.11695898
-0.654726496,-0.286127671,-0.094866489,-0.608143854,-1.421452746,-0.542571726,-1.413467692,0.479343022,1.136768053,-1.419330361,-0.681241866,-1.757941138,-0.360511064
2.050235327,-2.58433566,-0.65903067,0.70400856,0.524590317,0.418234636,-1.778157795,-0.075593826,0.491546124,0.059388842,0.59253529,2.596913204,1.213050926
-2.119711244,2.923201943,-6.529384272,0.944585575,2.115532098,1.237895472,-0.665846276,-0.446850406,0.080970084,-0.714926425,-0.111279443,-1.127004369,0.006961508
2.43193719,-1.886116424,0.059858048,-0.427760073,-0.022136263,2.926714675,-1.072064219,-0.942702086,-0.252806954,0.308701547,-0.63310971,0.38594775,-1.309690386
5.178871078,0.134250017,-1.344449828,-1.925795179,0.05219666,-1.179543542,0.529471364,0.819393027,-0.768072439,-3.213066132,0.874384679,-0.311879718,-0.832387179
1.611964757,-2.311684158,-2.095157455,6.0913006,0.032737774,-2.180803904,2.123012104,-1.19172807,1.190232012,0.50025885,-1.581516949,0.30653728,-1.615760712
1.149413066,0.632367548,3.603979511,1.304426088,0.060356509,4.266428274,1.051739056,2.734092413,0.281908586,0.34428186,1.446965044,-0.829068291,2.664512601
5.621657918,0.94511916,-2.87562497,-2.836352931,0.442346405,-0.207000107,1.328270854,0.995235809,-1.459934142,-3.380417261,0.457595235,-1.196027902,-1.165704557
1.724714602,-1.726057944,1.378287124,0.135230483,-0.470200518,1.496298681,1.197507043,-0.574872576,0.769794344,-1.4688302,1.624125531,-0.723656057,0.535909718
2.232624664,-2.616752194,1.743312958,0.143046072,-0.360571837,0.620316428,-2.086011961,-1.031729187,0.74308067,0.249220658,-0.697341667,1.085955921,0.937244632
3.422738195,-1.252477384,-0.926251733,-0.584586376,-0.368508764,2.164536837,-0.618033819,0.270151426,-1.520202031,0.126801119,-0.719970349,-0.248029298,-0.575144662
-1.123384027,-1.485712833,0.397693148,5.24082891,2.31627179,-2.656903651,3.465568366,0.523276082,-2.595241127,-2.437141228,3.034666165,1.791082865,-2.477291481
6.558329979,0.679939037,-3.514189301,-3.14699043,0.527504827,-1.125327319,0.058834977,0.412450073,-1.881255829,-0.861987304,-0.535604429,-0.319493985,-2.033379457
0.488206494,-0.969868403,-3.508635292,1.030337843,-0.343758695,1.388152082,-2.595227165,-1.08545402,0.109537879,0.285263115,0.33903733,1.940986605,0.014145701
1.693257414,-1.115899228,-1.593370805,0.052403765,0.852290032,-1.572283505,-1.485806561,3.059887516,3.412833369,2.101124031,0.598093963,0.400924093,0.026018967
2.601805519,-0.720816518,-2.447053907,-0.755568912,3.3054196,-1.406099929,0.748239208,2.368343766,1.246886952,3.721380074,1.481331685,-0.142852283,-0.765777946
-0.316392393,-1.331299775,0.977613863,-0.887452499,2.209295707,2.222656005,0.665004064,-0.518298701,-0.209660119,-0.772702157,-1.353628998,0.570385708,0.439499986
-3.789051303,0.968874934,-1.317790527,-0.381447772,0.792387086,-1.829070871,-0.67946973,0.038980814,0.883348227,0.197295083,-1.468151824,-1.33107085,1.591354497
-1.055243393,-0.141763821,-0.30656602,0.734670207,-3.307705413,-0.522021679,-2.53163374,0.280119722,-0.986981043,1.091107936,-0.524050489,-1.224166495,-0.486830262
1.790016153,-2.215262317,1.460219786,-0.842653648,0.147619992,2.409598582,-0.518554043,-1.147112372,-0.05983357,0.193653329,-0.623481014,1.172445746,-1.585637727
3.432849345,-0.661278701,-3.303281031,0.052055898,2.524634868,-0.32346913,0.050999901,-0.243057668,-1.902096613,0.621853281,-1.679276945,-1.254580048,-0.095216996
4.366315938,-0.648965976,-4.12375028,-0.302952387,1.491638043,1.225514565,-0.858241433,0.355710893,0.914436862,-1.915493069,1.204979754,0.81413348,-1.422736796
0.259695376,-2.615418963,0.040089322,6.201525058,-3.231366328,-0.184417494,2.928161132,-0.004571644,0.719258979,-0.521253387,-2.832274582,0.143499104,-0.585906738
-3.239024647,0.032116342,-0.885390214,-0.261052362,1.298921433,-4.598223166,-1.109383403,1.072928079,0.118381713,0.293332016,-1.356504728,0.003207588,4.450155654
0.865189248,-1.427225128,0.095586056,0.709687896,2.001210953,-1.817188466,-1.981549796,-0.295070758,0.444906425,-0.231795895,-1.428129883,-1.47756171,2.033277545
0.67090823,-1.053789533,0.979262682,-0.656129141,2.907983871,0.299060409,0.243473739,0.396734679,0.108370211,-1.021751096,-1.133990009,-2.087086391,0.206401838
2.698322707,-2.361827064,2.728808806,-2.046404661,0.436733188,-0.427305305,-0.010363716,2.809484029,3.607222688,1.687951101,0.798474247,0.81544638,-1.935220683
3.559484647,-2.368565613,-3.209678404,5.66927857,-2.340113665,-0.440480568,3.570720216,-0.956124226,1.45969295,-1.564802971,0.410828548,0.387382069,-1.477138232
6.5789212,5.149591453,1.881825127,-2.387135717,-1.981202995,-2.187995073,1.465263946,-6.811224805,2.012409392,2.088564868,2.885676196,-2.284414167,0.339327359
2.796877536,-2.136235115,1.495535474,-0.028563307,-0.66154707,-0.998347727,-1.368160277,0.194597709,-0.573889134,-2.071175121,0.069341399,-0.523738932,-0.341290489
0.747254885,-1.721814346,2.609048446,-0.403177166,-1.340970791,-0.118009734,-0.387882887,-0.845340913,1.365420873,0.113097161,0.586978659,-0.501025257,0.116166439
0.127436877,-2.590927063,4.177961598,-0.110912709,-0.020867614,-1.10118939,-0.961165514,-0.589444217,0.31515206,0.125209103,0.149128002,0.369897538,0.866522829
-3.655675086,0.81103031,-1.184645923,-0.099368625,0.62202279,-1.399480977,-0.699872739,-0.104415448,0.744234645,0.172389677,-1.378287121,-1.593263314,1.069512248
0.124755994,-1.987819339,2.446425151,2.007894575,2.49208998,-1.639598358,-0.789069615,0.229911988,-3.193981088,0.237912852,4.257477493,0.449716358,-2.327950824
4.276043332,-0.410149024,-3.206897337,-1.876997037,1.859896839,-0.316061433,-0.631070647,2.962668002,1.56115699,0.341805473,0.8776934,1.590127693,-2.50814545
-0.705847288,-0.420572022,-0.682273662,0.452463656,-3.117045088,1.347213952,-0.476095373,-0.535867467,0.508769328,0.905922493,0.99015506,-0.575957814,0.657957613
-3.475929528,0.794176924,1.099771478,-2.092842764,-1.723656921,0.719569778,0.360041322,-0.097482852,0.637559904,-0.534067043,-1.168204957,-0.403708613,-1.185042723
4.005163574,0.055283456,-1.520069919,-2.445442196,-0.53489599,-0.626447232,0.805992997,-0.308367771,-0.313377974,-0.009738229,-1.105363024,-1.272702604,-0.523946201
-3.979308827,0.662224288,1.09436236,-2.106209262,-1.220165073,1.295465607,0.607487778,-0.08317579,0.592392861,-0.733387947,-1.210513646,0.184320316,-0.96711347
5.006192945,-0.169186035,-1.85097668,-2.657122849,-0.710715857,-1.047242031,1.360591805,-0.070978645,-0.190833417,-0.734378594,-0.182242378,-1.465598279,-0.197847702
1.642658877,-2.40053395,0.153799503,0.825255554,0.089020832,1.201650789,-1.715834925,-0.800784242,-0.3100067,0.524107565,-0.72600867,0.904869681,0.421171314
0.438502341,-2.767167535,0.218470521,6.720970387,-3.356063928,0.352667685,4.371665894,0.144350568,-0.444913173,0.699764632,-2.212809932,0.756373013,1.47573315
2.184606134,-2.637604687,1.633038393,0.286307716,-0.361995956,0.72899501,-2.070770145,-0.993120402,0.615883455,0.448608381,-0.811084556,0.959241153,0.853278346
0.252193841,0.437542282,-1.7787537,-0.221990436,-2.373965038,-0.847360673,-0.895931648,0.795637086,-2.494468198,-0.159150369,-0.664964003,-0.136778156,-1.632145195
-2.477947149,-0.238832082,0.277734484,-0.672025483,-0.97173982,-0.259614844,-0.206933932,3.595220521,2.965251137,3.590108077,2.17364001,2.148203709,-1.825610312
3.522658436,-1.8102759,-2.711848924,0.529169255,0.44608952,0.468056182,-1.622083664,-0.701581824,-1.538371971,-0.413698013,-0.51201682,2.159177612,1.475320002
-1.433489682,-0.926142878,1.459183748,-0.314733479,-3.098458922,-1.047523349,-0.937517995,0.753231685,-0.82668879,0.780946498,-0.317390888,-0.001045875,-0.412944986
1.732582087,-1.650538694,1.708133723,-1.443302711,0.041696503,1.366898825,1.268939783,-0.850090326,0.950719725,-1.521633176,0.770963385,-0.553249571,-0.466925834
-3.709740708,1.005336097,-1.341172894,-0.377528534,0.701902387,-1.514189217,-0.656496825,-0.080653649,0.943978858,0.149739419,-1.436052586,-1.459263648,1.327509551
4.43797863,3.623538544,3.650248896,-0.159245679,0.233801025,-0.71425329,-0.495460331,-3.181084062,1.685009811,-0.334701285,0.283739718,0.987975005,-1.662182747
1.857844349,-1.918210426,1.282841399,-1.270417307,-0.131693362,2.591609854,-0.07452991,-0.553397041,-0.287893936,0.036414157,-1.353818977,0.38188825,-1.085508533
0.812714723,-0.746174391,1.330702951,-0.180133983,2.341206229,-0.771771308,1.098301745,0.462674698,-3.245651243,1.41914917,0.82278075,-0.848452227,1.350427198
1.185299574,-2.042469139,3.07174537,0.027373219,-0.866981868,0.207726434,0.032278542,-0.843704252,1.192623821,-0.050229941,0.955564507,-0.364478942,0.630262041
0.210510744,-0.814770104,2.702615317,-0.414204616,2.558236365,-0.354194109,1.412873263,1.055439229,-3.315448904,1.758771446,0.436337249,-0.424883935,1.477412069
3.246996588,-0.928546389,-2.711141014,0.071794079,1.847606523,0.609449233,-0.447611304,-0.327855565,-1.569974921,0.435301662,-1.25624484,-0.827273628,-0.411778526
0.472965213,-0.913747988,-0.614368545,1.299639168,-2.332138316,-0.393778269,-3.026891141,0.385682372,-0.462748648,0.120832282,-0.34073588,-1.719429661,-0.432971731
5.002978868,0.509360933,-4.721781985,-1.716064083,2.665361822,0.599101364,-0.173941758,3.671388987,1.260593398,-0.070404828,2.107986414,2.167016517,-2.738343069
3.976359785,-1.127650535,-0.755840345,-1.363157168,-1.008306573,0.67538796,-0.740885754,-0.154640499,-1.755781889,2.197295849,-2.387154896,-1.301212868,-0.641280675
-1.048991828,-1.015820362,-0.167582695,0.986717645,-2.729889038,1.414030987,-1.729692554,-0.356014754,1.014417032,-1.086127785,0.20029164,-0.615523747,0.400514002
0.617456012,-1.699772139,1.767877512,0.897330736,2.059827764,-2.105891804,-1.187579036,-0.205373084,-1.162395455,0.115008746,-0.052746333,-2.305088989,0.544537406
1.169013983,-1.021290242,1.62929005,-1.295775784,3.256831543,-1.410548786,1.055799912,3.672667793,1.863927759,2.443154442,0.092794844,-1.615412234,-0.999254824
-0.680351771,-0.812846868,1.572922095,0.567543509,3.38100248,-0.156533322,0.155167582,-0.503084124,-4.464278845,1.367155254,1.491265116,0.384987191,-2.023958266
1.667050392,-2.418024771,-0.843929665,0.52815627,0.567044568,0.896380032,-1.627522734,-0.989380127,-0.364978599,-0.683339148,0.413025084,2.842384778,1.394340242
3.473855079,-2.262211673,-3.398955979,5.782669191,-2.045573985,-0.689729021,3.731106788,-0.630188734,1.145606384,-0.964412196,0.111792044,0.468792804,-1.508812364
1.638424159,1.449369061,-3.304860855,0.913443061,-2.17428523,2.954293624,1.737901543,1.86148821,-2.324341189,-2.07637248,4.246443475,0.673852013,6.838816049
1.965276607,-1.811606802,1.303594108,-0.82979221,-0.297066803,1.620726874,1.622537939,-1.012479547,1.335816338,-0.498204058,1.629124203,-0.453161977,-0.455273983
5.331347196,1.5513526,-4.904390061,-1.38102059,2.817569844,1.126183702,0.608467721,3.77341887,0.092680317,-0.546457729,2.375794807,1.060652062,-2.28067158
0.962910859,0.157820493,3.159373165,1.766298913,0.062986569,3.693054159,-0.212790926,1.573323946,0.226365162,-0.275762498,1.107532702,-0.298890629,2.755900861
-0.166752783,-1.158107237,0.448806629,-0.332960898,3.489418701,1.278277051,0.097294131,-0.643880702,0.898838389,-1.192309359,-1.183556961,-1.140403652,0.382201529
1.724750693,-1.894439009,2.631635243,-0.770245385,-1.440800314,-0.884824012,-0.490681262,-1.511132865,0.355701425,0.626630971,0.672059905,-0.634456651,0.070754593
1.409396059,-1.852112332,4.236237622,-2.0456604,-0.844857618,0.487488889,1.322613772,0.079820332,-0.648352059,-0.052757476,0.488227832,-1.736833925,-0.197787273
1.715963195,-1.920120645,1.465595064,-0.97475231,0.456185532,-0.721541947,-0.226698047,3.004979549,5.145628081,1.97322835,3.02128589,1.085638094,-1.781594396
1.867679345,-0.033453438,0.243429858,-2.032716678,0.240007146,0.780703542,0.091862434,0.160201374,-0.885991147,-0.597132091,-2.185002172,-0.162543141,-1.167578574
1.497788048,-1.202266142,0.994676392,-0.711054653,0.787421138,0.424052845,-1.179976429,-0.499706464,0.761656527,-1.630287991,-0.48231408,-0.580274264,-0.498515717
1.722914791,-1.914503677,2.537249485,-0.686778242,-1.379451296,-0.774556159,-0.55314253,-1.467897859,0.326921628,0.651257473,0.571435815,-0.615828328,0.056813084
1.144088415,-2.641657863,0.129576467,0.250724367,0.414536447,0.053452696,-1.210137921,-0.861549562,-0.391092285,-0.376221185,0.409394996,2.942837917,2.254342323
-0.907465623,-1.03193037,2.633444374,-0.714755254,-0.578433857,-0.374698984,0.527197412,-0.780773891,1.953327805,0.351178435,0.331779471,-1.159394746,0.264026621
-1.274102749,-0.118051532,0.469511719,-1.714211985,-2.09312062,-1.981780565,-0.393047801,0.886593068,-1.52221865,-0.032716787,-0.811671027,0.191121111,0.799444518
1.9855,-1.576278687,1.735781192,-1.384357835,-0.217275611,1.385542416,0.023848094,1.08226751,-0.570556324,-1.482134014,-1.611564834,-1.018404086,-0.837027909
